train_number,train_name,from_station,to_station,train_type,train_number_str,total_stops,total_distance,running_days,train_category,num_stations,timestamp,origin_avg_delay_min,origin_delay_category
12509,GUWAHATI EXP,PER,GHY,Superfast,12509,41.0,2969.0,"WED,THU,FRI",Superfast,41,2023-09-30 17:57:51.270,23,Slight Delay
12509,GUWAHATI EXP,PER,GHY,Superfast,12509,41.0,2969.0,"WED,THU,FRI",Superfast,41,2023-09-30 17:57:51.270,210,High Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,209,High Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,381,High Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,45,Slight Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,312,High Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,37,Slight Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,48,Slight Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,23,Slight Delay
12515,CBE SCL EXP,PER,GHY,Superfast,12515,46.0,3492.0,SUN,Superfast,46,2023-09-30 18:08:25.596,210,High Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,209,High Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,381,High Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,45,Slight Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,312,High Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,37,Slight Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,48,Slight Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,23,Slight Delay
12507,ARONAI EXPRESS,PER,GHY,Superfast,12507,57.0,3917.0,TUE,Superfast,57,2023-09-30 18:17:34.832,210,High Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,209,High Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,381,High Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,45,Slight Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,312,High Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,37,Slight Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,48,Slight Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,23,Slight Delay
22501,NEW TINSUKIA EXP,PER,GHY,Superfast,22501,40.0,3568.0,TUE,Superfast,40,2023-09-30 18:07:29.925,210,High Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,209,High Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,381,High Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,45,Slight Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,312,High Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,37,Slight Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,48,Slight Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,23,Slight Delay
12503,AGTL HUMSAFAR,PER,GHY,Humsafar,12503,,,,,31,2023-09-30 17:59:39.944,210,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,78,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,237,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,16,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,472,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,97,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,455,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,82,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,326,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,243,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,48,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,72,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,20,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,198,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,84,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,126,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,56,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,18,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,142,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,127,High Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,40,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,38,Slight Delay
22512,KARMABHOOMI EXP,KYQ,LTT,Superfast,22512,28.0,2932.0,SAT,Superfast,27,2023-10-03 12:10:00.342,6,On Time
